0.85,100,74.8828583,76.9115982,77.0792847,76.0374451,77.3071899,76.44367524
0.85,1000,87.0526505,87.3207092,87.5931091,88.2029724,87.9820709,87.63030242
0.85,5000,89.3540955,88.4695206,88.8643417,89.0469437,88.7233887,88.89165804
0.85,10000,89.3006821,89.1875076,89.4768448,88.9566727,89.3411942,89.25258028
0.85,50000,89.4248047,89.4028778,89.2299728,88.1121597,88.8964615,89.0132553
0.85,100000,89.1893616,89.8097763,88.8682709,88.4874725,89.1653214,89.10404054
0.9,100,79.9619751,79.1903687,79.657402,80.1126404,80.1033859,79.80515442
0.9,1000,89.2847595,89.2327576,88.764183,88.7646484,89.0034332,89.00995634
0.9,5000,89.4391556,87.953949,88.2212296,89.2243423,89.18573,88.8048813
0.9,10000,88.669281,88.4267044,88.3970184,89.4184341,89.3797684,88.85824126
0.9,50000,88.1231613,89.2434311,89.570282,90.0950623,87.9693832,89.00026398
0.9,100000,89.3456726,89.3088684,89.3721771,88.8093262,88.9531326,89.15783538
0.95,100,83.2211838,83.3428192,83.5706787,85.1007843,83.2527618,83.69764556
0.95,1000,87.7417297,88.7451096,88.4743958,88.471489,88.8498459,88.456514
0.95,5000,89.6032028,88.5624084,88.8379974,88.5391922,89.1207886,88.93271788
0.95,10000,88.7423706,88.6498032,88.7210464,89.5726776,88.8996735,88.91711426
0.95,50000,89.8900223,88.9273376,88.7044678,89.7065277,89.8126602,89.40820312
0.95,100000,89.4132233,89.6188278,88.291748,88.4616394,89.6638947,89.08986664
0.99,100,88.0309448,87.9926605,89.5121536,88.9417114,88.9018936,88.67587278
0.99,1000,89.1374969,88.8997116,89.3572159,88.6955032,88.7964783,88.97728118
0.99,5000,89.3156738,88.4873047,89.2542114,89.2721863,89.7795944,89.22179412
0.99,10000,89.1290283,89.7944946,89.2572327,90.0692444,89.4579468,89.54158936
0.99,50000,88.8168869,90.3291321,88.9301987,89.3510666,88.79702,89.24486086
0.99,100000,89.4144287,89.0579681,88.5844727,89.4283524,89.9333649,89.28371736
