1000,8,0.0820000023,0.0329999998,0.0240000002,0.0350000001,0.0240000002,0.03960000052
1000,12,0.023,0.023,0.0320000015,0.0260000005,0.0280000009,0.02640000058
1000,24,0.0350000001,0.0270000007,0.0340000018,0.0240000002,0.0240000002,0.0288000006
1000,48,0.0350000001,0.0289999992,0.0399999991,0.0370000005,0.0350000001,0.0351999998
1000,96,0.0500000007,0.0469999984,0.0500000007,0.0480000004,0.0610000007,0.05120000018
10000,8,0.204999998,0.199000001,0.201000005,0.208000004,0.201000005,0.2028000026
10000,12,0.226999998,0.209999993,0.228,0.202000007,0.195999995,0.2125999986
10000,24,0.228,0.231999993,0.231000006,0.221000001,0.229000002,0.2282000004
10000,48,0.268999994,0.273999989,0.268000007,0.27700001,0.263000011,0.2702000022
10000,96,0.361999989,0.363999993,0.370000005,0.361000001,0.360000014,0.3634000004
100000,8,1.94400001,2.00600004,1.99899995,1.977,2.03200006,1.991600012
100000,12,2.01399994,2.08100009,2.09100008,1.99699998,2.00900006,2.03840003
100000,24,2.17799997,2.27600002,2.28299999,2.2650001,2.18000007,2.23640003
100000,48,2.57800007,2.61599994,2.61599994,2.58899999,2.68099999,2.615999986
100000,96,3.58899999,3.59500003,3.5940001,3.54999995,3.59200001,3.584000016
