1000,8,0.0270000007,0.0500000007,0.0170000009,0.0120000001,0.0109999999,0.02340000046
1000,12,0.00999999978,0.00999999978,0.0109999999,0.0109999999,0.00999999978,0.010399999828
1000,24,0.0109999999,0.0120000001,0.0120000001,0.0109999999,0.0109999999,0.01139999998
1000,48,0.0130000003,0.0140000004,0.0130000003,0.0140000004,0.0130000003,0.01340000034
1000,96,0.0179999992,0.0170000009,0.0170000009,0.0170000009,0.0170000009,0.01720000056
5000,8,0.0410000011,0.0410000011,0.0430000015,0.0520000011,0.0549999997,0.0464000009
5000,12,0.0520000011,0.0460000001,0.0480000004,0.0529999994,0.0549999997,0.05080000014
5000,24,0.061999999,0.061999999,0.050999999,0.0500000007,0.0500000007,0.05499999968
5000,48,0.057,0.0710000023,0.0540000014,0.0590000004,0.0700000003,0.06220000088
5000,96,0.0839999989,0.0799999982,0.0879999995,0.0799999982,0.0829999968,0.08299999832
10000,8,0.0909999982,0.0820000023,0.0829999968,0.0890000015,0.0839999989,0.08579999954
10000,12,0.0909999982,0.0949999988,0.0820000023,0.0879999995,0.0900000036,0.08920000048
10000,24,0.0939999968,0.0909999982,0.0900000036,0.0939999968,0.0989999995,0.09359999898
10000,48,0.104000002,0.111000001,0.103,0.0989999995,0.109999999,0.1054000003
10000,96,0.136999995,0.149000004,0.147,0.140000001,0.143000007,0.1432000014
