0.85,10,63.3235893,75.6666107,66.5657578,61.8675385,58.6442413,65.21354752
0.85,50,72.8005981,62.1462402,70.9930191,61.7602768,67.3895187,67.01793058
0.85,100,65.8467407,69.7592545,65.1314163,70.1821671,71.6606598,68.51604768
0.85,500,62.8393784,68.1955643,65.2517624,65.8333435,69.0673218,66.23747408
0.85,1000,66.4497375,65.0064545,62.9577827,65.5646439,66.5141678,65.29855728
0.85,5000,61.4777565,70.5759506,71.2617722,66.892189,65.6304474,67.16762314
0.9,10,72.9799347,66.2600479,68.8681564,70.7845612,60.8257446,67.94368896
0.9,50,64.6174698,63.0077362,66.6967239,67.1432419,66.3073425,65.55450286
0.9,100,66.5664597,63.6189957,61.6149178,61.6015434,70.3835602,64.75709536
0.9,500,71.3072205,68.3035126,62.3633537,68.7146072,70.8746033,68.31265946
0.9,1000,53.0370522,66.3722229,67.2055664,70.1324158,64.9479218,64.33903582
0.9,5000,72.5901337,63.7859421,71.1422577,71.097374,65.3821335,68.7995682
0.95,10,60.7170143,70.0505142,66.595726,65.9649277,69.460701,66.55777664
0.95,50,65.5080948,65.7532959,62.7899017,62.3368301,65.0807571,64.29377592
0.95,100,63.7934227,56.9594002,69.6685638,72.3704605,59.749588,64.50828704
0.95,500,62.7719955,58.3753052,64.0619507,68.4885712,71.6467514,65.0689148
0.95,1000,62.508213,62.7307816,69.5270538,71.2336273,70.178688,67.23567274
0.95,5000,65.8565445,69.0018005,62.7071648,62.2256584,70.8619537,66.13062438
0.99,10,66.9111786,63.0512733,68.3862991,62.1764107,68.7503052,65.85509338
0.99,50,69.4173508,67.2829285,68.2999496,63.2218895,66.7570496,66.9958336
0.99,100,67.6490402,74.5997925,64.517868,69.7062988,67.7821426,68.85102842
0.99,500,65.206749,73.5748291,64.9028549,68.5969315,69.2612915,68.3085312
0.99,1000,65.7408142,69.8868942,57.9476128,70.5404205,64.5111008,65.7253685
0.99,5000,69.8909912,64.7942047,67.4458694,66.9880981,68.1673508,67.45730284
